Sales Month,Primary Platform (Original),Secondary Platform,Store Name,Brand Name,Product Code,Sales Amount,Sales Quantity,Primary Platform
2021-01,天猫,天猫超市,五粮液天猫超市,五粮液,535569138970,26795.0,450,Tmall
2021-02,天猫,天猫超市,五粮液天猫超市,五粮液,535569138970,1714.0,29,Tmall
2021-03,天猫,天猫超市,五粮液天猫超市,五粮液,535569138970,632.0,11,Tmall
2021-02,天猫,天猫超市,泸州老窖天猫超市-久爱,泸州老窖,626439163921,14526.0,17,Tmall
2021-01,天猫,天猫超市,泸州老窖天猫超市-久爱,泸州老窖,626439163921,14241.0,16,Tmall
2021-01,天猫,天猫超市,牛栏山天猫超市,牛栏山,563031590712,15588.0,318,Tmall
2021-02,天猫,天猫超市,牛栏山天猫超市,牛栏山,563031590712,8022.0,164,Tmall
2021-03,天猫,天猫超市,牛栏山天猫超市,牛栏山,563031590712,4872.0,101,Tmall
2021-01,天猫,天猫超市,牛栏山天猫超市,牛栏山,530248385100,14543.0,231,Tmall
2021-02,天猫,天猫超市,牛栏山天猫超市,牛栏山,530248385100,10985.0,169,Tmall
