Sales Month,Primary Platform (Original),Secondary Platform,Store Name,Brand Name,Product Code,Sales Amount,Sales Quantity,Primary Platform
2021-04,抖音,抖音店铺,匠人酒业酒类专营店,其他,3474500528212425715,286936.0,3224,Douyin
2021-04,抖音,抖音店铺,古井贡酒官方旗舰店,古井贡,3468032818758699554,221463.0,3205,Douyin
2021-04,抖音,抖音店铺,玖玖酒类专营店,五粮液,3469513328152444975,63541.0,3193,Douyin
2021-04,抖音,抖音店铺,玖铭国际酒类专营店,汾杏,3460076056676025173,251931.0,3189,Douyin
2021-04,抖音,抖音店铺,三斤匠酒业食品专营店,其他,3452047547131160906,121954.0,3188,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,五粮液,3472553580890855115,699198.0,3162,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,汾酒,3460640254267153183,31175.0,3149,Douyin
2021-04,抖音,抖音店铺,红果酒类专营店,其他,3470257749256997510,310763.0,3127,Douyin
2021-04,抖音,抖音店铺,舍得官方旗舰店,沱牌舍得,3450752053964576955,75752.0,3091,Douyin
2021-04,抖音,抖音店铺,福辰酒类专营店,泸州老窖,3468560333000584307,920522.0,3089,Douyin
2021-04,抖音,抖音店铺,加喜酒类专营店,汾杏,3471531419661126478,29918.0,3022,Douyin
2021-04,抖音,抖音店铺,购酒网卖场旗舰店,茅台,3455948006774439830,2464860.0,2970,Douyin
2021-04,抖音,抖音店铺,美狄丝华夏大地酒类专卖店,茅台,3449885773942372658,16357.0,2915,Douyin
2021-04,抖音,抖音店铺,歌德盈香卖场旗舰店,茅台,3475419170479414450,2898099.0,2901,Douyin
2021-04,抖音,抖音店铺,酒仙网卖场旗舰店,酒鬼,3424463765159168600,863213.0,2887,Douyin
2021-04,抖音,抖音店铺,河南应运酒水专营店,杜康,3462108574719811273,85813.0,2870,Douyin
2021-04,抖音,抖音店铺,泸州老窖官方旗舰店,泸州老窖,3468081218661261786,56874.0,2858,Douyin
